"","Entity","Code","Year","Month","average_temp","temp_color"
"1","World","OWID_WRL",1940,"January",-0.95,"red"
"2","World","OWID_WRL",1940,"February",-0.86,"red"
"3","World","OWID_WRL",1940,"March",-0.89,"red"
"4","World","OWID_WRL",1940,"April",-0.6,"red"
"5","World","OWID_WRL",1940,"May",-0.52,"red"
"6","World","OWID_WRL",1940,"June",-0.67,"red"
"7","World","OWID_WRL",1940,"July",-0.45,"red"
"8","World","OWID_WRL",1940,"August",-0.5,"red"
"9","World","OWID_WRL",1940,"September",-0.63,"red"
"10","World","OWID_WRL",1940,"October",-0.81,"red"
"11","World","OWID_WRL",1940,"November",-0.76,"red"
"12","World","OWID_WRL",1940,"December",-0.6,"red"
"13","World","OWID_WRL",1941,"January",-0.68,"red"
"14","World","OWID_WRL",1941,"February",-0.54,"red"
"15","World","OWID_WRL",1941,"March",-0.71,"red"
"16","World","OWID_WRL",1941,"April",-0.81,"red"
"17","World","OWID_WRL",1941,"May",-0.61,"red"
"18","World","OWID_WRL",1941,"June",-0.49,"red"
"19","World","OWID_WRL",1941,"July",-0.54,"red"
"20","World","OWID_WRL",1941,"August",-0.47,"red"
"21","World","OWID_WRL",1941,"September",-0.85,"red"
"22","World","OWID_WRL",1941,"October",-0.51,"red"
"23","World","OWID_WRL",1941,"November",-0.78,"red"
"24","World","OWID_WRL",1941,"December",-0.69,"red"
"25","World","OWID_WRL",1942,"January",-0.56,"red"
"26","World","OWID_WRL",1942,"February",-0.8,"red"
"27","World","OWID_WRL",1942,"March",-0.71,"red"
"28","World","OWID_WRL",1942,"April",-0.8,"red"
"29","World","OWID_WRL",1942,"May",-0.61,"red"
"30","World","OWID_WRL",1942,"June",-0.68,"red"
"31","World","OWID_WRL",1942,"July",-0.73,"red"
"32","World","OWID_WRL",1942,"August",-0.75,"red"
"33","World","OWID_WRL",1942,"September",-0.74,"red"
"34","World","OWID_WRL",1942,"October",-0.72,"red"
"35","World","OWID_WRL",1942,"November",-0.87,"red"
"36","World","OWID_WRL",1942,"December",-0.82,"red"
"37","World","OWID_WRL",1943,"January",-0.82,"red"
"38","World","OWID_WRL",1943,"February",-0.68,"red"
"39","World","OWID_WRL",1943,"March",-0.89,"red"
"40","World","OWID_WRL",1943,"April",-0.77,"red"
"41","World","OWID_WRL",1943,"May",-0.63,"red"
"42","World","OWID_WRL",1943,"June",-0.76,"red"
"43","World","OWID_WRL",1943,"July",-0.74,"red"
"44","World","OWID_WRL",1943,"August",-0.78,"red"
"45","World","OWID_WRL",1943,"September",-0.71,"red"
"46","World","OWID_WRL",1943,"October",-0.65,"red"
"47","World","OWID_WRL",1943,"November",-0.68,"red"
"48","World","OWID_WRL",1943,"December",-0.61,"red"
"49","World","OWID_WRL",1944,"January",-0.39,"red"
"50","World","OWID_WRL",1944,"February",-0.5,"red"
"51","World","OWID_WRL",1944,"March",-0.46,"red"
"52","World","OWID_WRL",1944,"April",-0.63,"red"
"53","World","OWID_WRL",1944,"May",-0.6,"red"
"54","World","OWID_WRL",1944,"June",-0.52,"red"
"55","World","OWID_WRL",1944,"July",-0.53,"red"
"56","World","OWID_WRL",1944,"August",-0.47,"red"
"57","World","OWID_WRL",1944,"September",-0.41,"red"
"58","World","OWID_WRL",1944,"October",-0.46,"red"
"59","World","OWID_WRL",1944,"November",-0.69,"red"
"60","World","OWID_WRL",1944,"December",-0.76,"red"
"61","World","OWID_WRL",1945,"January",-0.74,"red"
"62","World","OWID_WRL",1945,"February",-0.92,"red"
"63","World","OWID_WRL",1945,"March",-0.81,"red"
"64","World","OWID_WRL",1945,"April",-0.66,"red"
"65","World","OWID_WRL",1945,"May",-0.73,"red"
"66","World","OWID_WRL",1945,"June",-0.53,"red"
"67","World","OWID_WRL",1945,"July",-0.65,"red"
"68","World","OWID_WRL",1945,"August",-0.34,"red"
"69","World","OWID_WRL",1945,"September",-0.53,"red"
"70","World","OWID_WRL",1945,"October",-0.56,"red"
"71","World","OWID_WRL",1945,"November",-0.76,"red"
"72","World","OWID_WRL",1945,"December",-0.87,"red"
"73","World","OWID_WRL",1946,"January",-0.62,"red"
"74","World","OWID_WRL",1946,"February",-0.73,"red"
"75","World","OWID_WRL",1946,"March",-0.65,"red"
"76","World","OWID_WRL",1946,"April",-0.62,"red"
"77","World","OWID_WRL",1946,"May",-0.55,"red"
"78","World","OWID_WRL",1946,"June",-0.64,"red"
"79","World","OWID_WRL",1946,"July",-0.58,"red"
"80","World","OWID_WRL",1946,"August",-0.67,"red"
"81","World","OWID_WRL",1946,"September",-0.65,"red"
"82","World","OWID_WRL",1946,"October",-0.78,"red"
"83","World","OWID_WRL",1946,"November",-0.72,"red"
"84","World","OWID_WRL",1946,"December",-0.84,"red"
"85","World","OWID_WRL",1947,"January",-0.63,"red"
"86","World","OWID_WRL",1947,"February",-0.73,"red"
"87","World","OWID_WRL",1947,"March",-0.58,"red"
"88","World","OWID_WRL",1947,"April",-0.51,"red"
"89","World","OWID_WRL",1947,"May",-0.57,"red"
"90","World","OWID_WRL",1947,"June",-0.52,"red"
"91","World","OWID_WRL",1947,"July",-0.54,"red"
"92","World","OWID_WRL",1947,"August",-0.66,"red"
"93","World","OWID_WRL",1947,"September",-0.69,"red"
"94","World","OWID_WRL",1947,"October",-0.58,"red"
"95","World","OWID_WRL",1947,"November",-0.69,"red"
"96","World","OWID_WRL",1947,"December",-0.82,"red"
"97","World","OWID_WRL",1948,"January",-0.65,"red"
"98","World","OWID_WRL",1948,"February",-0.84,"red"
"99","World","OWID_WRL",1948,"March",-0.89,"red"
"100","World","OWID_WRL",1948,"April",-0.74,"red"
"101","World","OWID_WRL",1948,"May",-0.55,"red"
"102","World","OWID_WRL",1948,"June",-0.6,"red"
"103","World","OWID_WRL",1948,"July",-0.6,"red"
"104","World","OWID_WRL",1948,"August",-0.57,"red"
"105","World","OWID_WRL",1948,"September",-0.72,"red"
"106","World","OWID_WRL",1948,"October",-0.58,"red"
"107","World","OWID_WRL",1948,"November",-0.62,"red"
"108","World","OWID_WRL",1948,"December",-0.9,"red"
"109","World","OWID_WRL",1949,"January",-0.54,"red"
"110","World","OWID_WRL",1949,"February",-0.75,"red"
"111","World","OWID_WRL",1949,"March",-0.7,"red"
"112","World","OWID_WRL",1949,"April",-0.73,"red"
"113","World","OWID_WRL",1949,"May",-0.61,"red"
"114","World","OWID_WRL",1949,"June",-0.68,"red"
"115","World","OWID_WRL",1949,"July",-0.56,"red"
"116","World","OWID_WRL",1949,"August",-0.67,"red"
"117","World","OWID_WRL",1949,"September",-0.63,"red"
"118","World","OWID_WRL",1949,"October",-0.67,"red"
"119","World","OWID_WRL",1949,"November",-0.65,"red"
"120","World","OWID_WRL",1949,"December",-0.67,"red"
"121","World","OWID_WRL",1950,"January",-0.91,"red"
"122","World","OWID_WRL",1950,"February",-0.94,"red"
"123","World","OWID_WRL",1950,"March",-0.77,"red"
"124","World","OWID_WRL",1950,"April",-0.84,"red"
"125","World","OWID_WRL",1950,"May",-0.7,"red"
"126","World","OWID_WRL",1950,"June",-0.64,"red"
"127","World","OWID_WRL",1950,"July",-0.71,"red"
"128","World","OWID_WRL",1950,"August",-0.82,"red"
"129","World","OWID_WRL",1950,"September",-0.66,"red"
"130","World","OWID_WRL",1950,"October",-0.65,"red"
"131","World","OWID_WRL",1950,"November",-0.9,"red"
"132","World","OWID_WRL",1950,"December",-0.66,"red"
"133","World","OWID_WRL",1951,"January",-0.92,"red"
"134","World","OWID_WRL",1951,"February",-1.05,"red"
"135","World","OWID_WRL",1951,"March",-0.85,"red"
"136","World","OWID_WRL",1951,"April",-0.72,"red"
"137","World","OWID_WRL",1951,"May",-0.41,"red"
"138","World","OWID_WRL",1951,"June",-0.5,"red"
"139","World","OWID_WRL",1951,"July",-0.67,"red"
"140","World","OWID_WRL",1951,"August",-0.49,"red"
"141","World","OWID_WRL",1951,"September",-0.49,"red"
"142","World","OWID_WRL",1951,"October",-0.48,"red"
"143","World","OWID_WRL",1951,"November",-0.58,"red"
"144","World","OWID_WRL",1951,"December",-0.46,"red"
"145","World","OWID_WRL",1952,"January",-0.51,"red"
"146","World","OWID_WRL",1952,"February",-0.59,"red"
"147","World","OWID_WRL",1952,"March",-0.74,"red"
"148","World","OWID_WRL",1952,"April",-0.71,"red"
"149","World","OWID_WRL",1952,"May",-0.56,"red"
"150","World","OWID_WRL",1952,"June",-0.54,"red"
"151","World","OWID_WRL",1952,"July",-0.54,"red"
"152","World","OWID_WRL",1952,"August",-0.69,"red"
"153","World","OWID_WRL",1952,"September",-0.61,"red"
"154","World","OWID_WRL",1952,"October",-0.69,"red"
"155","World","OWID_WRL",1952,"November",-0.91,"red"
"156","World","OWID_WRL",1952,"December",-0.7,"red"
"157","World","OWID_WRL",1953,"January",-0.65,"red"
"158","World","OWID_WRL",1953,"February",-0.61,"red"
"159","World","OWID_WRL",1953,"March",-0.65,"red"
"160","World","OWID_WRL",1953,"April",-0.5,"red"
"161","World","OWID_WRL",1953,"May",-0.39,"red"
"162","World","OWID_WRL",1953,"June",-0.52,"red"
"163","World","OWID_WRL",1953,"July",-0.5,"red"
"164","World","OWID_WRL",1953,"August",-0.53,"red"
"165","World","OWID_WRL",1953,"September",-0.63,"red"
"166","World","OWID_WRL",1953,"October",-0.6,"red"
"167","World","OWID_WRL",1953,"November",-0.69,"red"
"168","World","OWID_WRL",1953,"December",-0.6,"red"
"169","World","OWID_WRL",1954,"January",-0.88,"red"
"170","World","OWID_WRL",1954,"February",-0.8,"red"
"171","World","OWID_WRL",1954,"March",-0.75,"red"
"172","World","OWID_WRL",1954,"April",-0.77,"red"
"173","World","OWID_WRL",1954,"May",-0.64,"red"
"174","World","OWID_WRL",1954,"June",-0.73,"red"
"175","World","OWID_WRL",1954,"July",-0.73,"red"
"176","World","OWID_WRL",1954,"August",-0.8,"red"
"177","World","OWID_WRL",1954,"September",-0.88,"red"
"178","World","OWID_WRL",1954,"October",-0.77,"red"
"179","World","OWID_WRL",1954,"November",-0.68,"red"
"180","World","OWID_WRL",1954,"December",-0.81,"red"
"181","World","OWID_WRL",1955,"January",-0.58,"red"
"182","World","OWID_WRL",1955,"February",-0.92,"red"
"183","World","OWID_WRL",1955,"March",-1.02,"red"
"184","World","OWID_WRL",1955,"April",-0.84,"red"
"185","World","OWID_WRL",1955,"May",-0.72,"red"
"186","World","OWID_WRL",1955,"June",-0.72,"red"
"187","World","OWID_WRL",1955,"July",-0.76,"red"
"188","World","OWID_WRL",1955,"August",-0.6,"red"
"189","World","OWID_WRL",1955,"September",-0.68,"red"
"190","World","OWID_WRL",1955,"October",-0.74,"red"
"191","World","OWID_WRL",1955,"November",-0.92,"red"
"192","World","OWID_WRL",1955,"December",-0.95,"red"
"193","World","OWID_WRL",1956,"January",-0.76,"red"
"194","World","OWID_WRL",1956,"February",-0.88,"red"
"195","World","OWID_WRL",1956,"March",-0.84,"red"
"196","World","OWID_WRL",1956,"April",-0.88,"red"
"197","World","OWID_WRL",1956,"May",-0.84,"red"
"198","World","OWID_WRL",1956,"June",-0.8,"red"
"199","World","OWID_WRL",1956,"July",-0.78,"red"
"200","World","OWID_WRL",1956,"August",-0.88,"red"
"201","World","OWID_WRL",1956,"September",-0.92,"red"
"202","World","OWID_WRL",1956,"October",-0.99,"red"
"203","World","OWID_WRL",1956,"November",-0.85,"red"
"204","World","OWID_WRL",1956,"December",-0.75,"red"
"205","World","OWID_WRL",1957,"January",-0.79,"red"
"206","World","OWID_WRL",1957,"February",-0.8,"red"
"207","World","OWID_WRL",1957,"March",-0.8,"red"
"208","World","OWID_WRL",1957,"April",-0.66,"red"
"209","World","OWID_WRL",1957,"May",-0.54,"red"
"210","World","OWID_WRL",1957,"June",-0.47,"red"
"211","World","OWID_WRL",1957,"July",-0.58,"red"
"212","World","OWID_WRL",1957,"August",-0.53,"red"
"213","World","OWID_WRL",1957,"September",-0.53,"red"
"214","World","OWID_WRL",1957,"October",-0.52,"red"
"215","World","OWID_WRL",1957,"November",-0.51,"red"
"216","World","OWID_WRL",1957,"December",-0.46,"red"
"217","World","OWID_WRL",1958,"January",-0.3,"red"
"218","World","OWID_WRL",1958,"February",-0.47,"red"
"219","World","OWID_WRL",1958,"March",-0.53,"red"
"220","World","OWID_WRL",1958,"April",-0.54,"red"
"221","World","OWID_WRL",1958,"May",-0.43,"red"
"222","World","OWID_WRL",1958,"June",-0.54,"red"
"223","World","OWID_WRL",1958,"July",-0.49,"red"
"224","World","OWID_WRL",1958,"August",-0.58,"red"
"225","World","OWID_WRL",1958,"September",-0.66,"red"
"226","World","OWID_WRL",1958,"October",-0.62,"red"
"227","World","OWID_WRL",1958,"November",-0.63,"red"
"228","World","OWID_WRL",1958,"December",-0.61,"red"
"229","World","OWID_WRL",1959,"January",-0.51,"red"
"230","World","OWID_WRL",1959,"February",-0.56,"red"
"231","World","OWID_WRL",1959,"March",-0.43,"red"
"232","World","OWID_WRL",1959,"April",-0.47,"red"
"233","World","OWID_WRL",1959,"May",-0.53,"red"
"234","World","OWID_WRL",1959,"June",-0.52,"red"
"235","World","OWID_WRL",1959,"July",-0.53,"red"
"236","World","OWID_WRL",1959,"August",-0.59,"red"
"237","World","OWID_WRL",1959,"September",-0.7,"red"
"238","World","OWID_WRL",1959,"October",-0.64,"red"
"239","World","OWID_WRL",1959,"November",-0.74,"red"
"240","World","OWID_WRL",1959,"December",-0.59,"red"
"241","World","OWID_WRL",1960,"January",-0.57,"red"
"242","World","OWID_WRL",1960,"February",-0.49,"red"
"243","World","OWID_WRL",1960,"March",-0.91,"red"
"244","World","OWID_WRL",1960,"April",-0.74,"red"
"245","World","OWID_WRL",1960,"May",-0.62,"red"
"246","World","OWID_WRL",1960,"June",-0.57,"red"
"247","World","OWID_WRL",1960,"July",-0.58,"red"
"248","World","OWID_WRL",1960,"August",-0.53,"red"
"249","World","OWID_WRL",1960,"September",-0.62,"red"
"250","World","OWID_WRL",1960,"October",-0.57,"red"
"251","World","OWID_WRL",1960,"November",-0.72,"red"
"252","World","OWID_WRL",1960,"December",-0.43,"red"
"253","World","OWID_WRL",1961,"January",-0.52,"red"
"254","World","OWID_WRL",1961,"February",-0.49,"red"
"255","World","OWID_WRL",1961,"March",-0.56,"red"
"256","World","OWID_WRL",1961,"April",-0.52,"red"
"257","World","OWID_WRL",1961,"May",-0.43,"red"
"258","World","OWID_WRL",1961,"June",-0.46,"red"
"259","World","OWID_WRL",1961,"July",-0.49,"red"
"260","World","OWID_WRL",1961,"August",-0.55,"red"
"261","World","OWID_WRL",1961,"September",-0.52,"red"
"262","World","OWID_WRL",1961,"October",-0.58,"red"
"263","World","OWID_WRL",1961,"November",-0.61,"red"
"264","World","OWID_WRL",1961,"December",-0.72,"red"
"265","World","OWID_WRL",1962,"January",-0.59,"red"
"266","World","OWID_WRL",1962,"February",-0.53,"red"
"267","World","OWID_WRL",1962,"March",-0.56,"red"
"268","World","OWID_WRL",1962,"April",-0.59,"red"
"269","World","OWID_WRL",1962,"May",-0.63,"red"
"270","World","OWID_WRL",1962,"June",-0.65,"red"
"271","World","OWID_WRL",1962,"July",-0.54,"red"
"272","World","OWID_WRL",1962,"August",-0.6,"red"
"273","World","OWID_WRL",1962,"September",-0.65,"red"
"274","World","OWID_WRL",1962,"October",-0.61,"red"
"275","World","OWID_WRL",1962,"November",-0.6,"red"
"276","World","OWID_WRL",1962,"December",-0.62,"red"
"277","World","OWID_WRL",1963,"January",-0.65,"red"
"278","World","OWID_WRL",1963,"February",-0.53,"red"
"279","World","OWID_WRL",1963,"March",-0.85,"red"
"280","World","OWID_WRL",1963,"April",-0.73,"red"
"281","World","OWID_WRL",1963,"May",-0.62,"red"
"282","World","OWID_WRL",1963,"June",-0.52,"red"
"283","World","OWID_WRL",1963,"July",-0.43,"red"
"284","World","OWID_WRL",1963,"August",-0.35,"red"
"285","World","OWID_WRL",1963,"September",-0.45,"red"
"286","World","OWID_WRL",1963,"October",-0.5,"red"
"287","World","OWID_WRL",1963,"November",-0.51,"red"
"288","World","OWID_WRL",1963,"December",-0.58,"red"
"289","World","OWID_WRL",1964,"January",-0.64,"red"
"290","World","OWID_WRL",1964,"February",-0.68,"red"
"291","World","OWID_WRL",1964,"March",-0.84,"red"
"292","World","OWID_WRL",1964,"April",-0.87,"red"
"293","World","OWID_WRL",1964,"May",-0.71,"red"
"294","World","OWID_WRL",1964,"June",-0.64,"red"
"295","World","OWID_WRL",1964,"July",-0.5,"red"
"296","World","OWID_WRL",1964,"August",-0.69,"red"
"297","World","OWID_WRL",1964,"September",-0.9,"red"
"298","World","OWID_WRL",1964,"October",-1,"red"
"299","World","OWID_WRL",1964,"November",-0.88,"red"
"300","World","OWID_WRL",1964,"December",-0.91,"red"
"301","World","OWID_WRL",1965,"January",-0.74,"red"
"302","World","OWID_WRL",1965,"February",-0.84,"red"
"303","World","OWID_WRL",1965,"March",-0.78,"red"
"304","World","OWID_WRL",1965,"April",-0.8,"red"
"305","World","OWID_WRL",1965,"May",-0.63,"red"
"306","World","OWID_WRL",1965,"June",-0.67,"red"
"307","World","OWID_WRL",1965,"July",-0.63,"red"
"308","World","OWID_WRL",1965,"August",-0.67,"red"
"309","World","OWID_WRL",1965,"September",-0.72,"red"
"310","World","OWID_WRL",1965,"October",-0.68,"red"
"311","World","OWID_WRL",1965,"November",-0.69,"red"
"312","World","OWID_WRL",1965,"December",-0.66,"red"
"313","World","OWID_WRL",1966,"January",-0.74,"red"
"314","World","OWID_WRL",1966,"February",-0.67,"red"
"315","World","OWID_WRL",1966,"March",-0.63,"red"
"316","World","OWID_WRL",1966,"April",-0.7,"red"
"317","World","OWID_WRL",1966,"May",-0.62,"red"
"318","World","OWID_WRL",1966,"June",-0.51,"red"
"319","World","OWID_WRL",1966,"July",-0.41,"red"
"320","World","OWID_WRL",1966,"August",-0.58,"red"
"321","World","OWID_WRL",1966,"September",-0.6,"red"
"322","World","OWID_WRL",1966,"October",-0.78,"red"
"323","World","OWID_WRL",1966,"November",-0.7,"red"
"324","World","OWID_WRL",1966,"December",-0.66,"red"
"325","World","OWID_WRL",1967,"January",-0.73,"red"
"326","World","OWID_WRL",1967,"February",-0.91,"red"
"327","World","OWID_WRL",1967,"March",-0.64,"red"
"328","World","OWID_WRL",1967,"April",-0.66,"red"
"329","World","OWID_WRL",1967,"May",-0.42,"red"
"330","World","OWID_WRL",1967,"June",-0.59,"red"
"331","World","OWID_WRL",1967,"July",-0.53,"red"
"332","World","OWID_WRL",1967,"August",-0.57,"red"
"333","World","OWID_WRL",1967,"September",-0.58,"red"
"334","World","OWID_WRL",1967,"October",-0.52,"red"
"335","World","OWID_WRL",1967,"November",-0.67,"red"
"336","World","OWID_WRL",1967,"December",-0.61,"red"
"337","World","OWID_WRL",1968,"January",-0.84,"red"
"338","World","OWID_WRL",1968,"February",-0.78,"red"
"339","World","OWID_WRL",1968,"March",-0.53,"red"
"340","World","OWID_WRL",1968,"April",-0.69,"red"
"341","World","OWID_WRL",1968,"May",-0.64,"red"
"342","World","OWID_WRL",1968,"June",-0.69,"red"
"343","World","OWID_WRL",1968,"July",-0.59,"red"
"344","World","OWID_WRL",1968,"August",-0.65,"red"
